date,total_cases,new_cases,total_deaths,new_deaths,new_tests,cases/tests[%]
27.09.21,2904104.0,975.0,75589.0,29.0,46861.0,2.08%
28.09.21,2905338.0,1234.0,75611.0,22.0,45858.0,2.69%
29.09.21,2906546.0,1208.0,75638.0,27.0,39449.0,3.06%
30.09.21,2907908.0,1362.0,75654.0,16.0,42843.0,3.18%
01.10.21,2909252.0,1344.0,75677.0,23.0,42312.0,3.18%
02.10.21,2910342.0,1090.0,75683.0,6.0,30175.0,3.61%
03.10.21,2911026.0,684.0,75683.0,0.0,21583.0,3.17%
04.10.21,2912351.0,1325.0,75729.0,46.0,44692.0,2.96%
05.10.21,2914436.0,2085.0,75762.0,33.0,43668.0,4.77%
06.10.21,2916443.0,2007.0,75791.0,29.0,41142.0,4.88%
07.10.21,2918338.0,1895.0,75822.0,31.0,38494.0,4.92%
08.10.21,2920350.0,2012.0,75851.0,29.0,39397.0,5.11%
09.10.21,2921877.0,1527.0,75856.0,5.0,25846.0,5.91%
10.10.21,2922780.0,903.0,75856.0,0.0,21213.0,4.26%
11.10.21,2924898.0,2118.0,75905.0,49.0,42848.0,4.94%
12.10.21,2927538.0,2640.0,75945.0,40.0,44897.0,5.88%
13.10.21,2930538.0,3000.0,76005.0,60.0,44889.0,6.68%
14.10.21,2933309.0,2771.0,76054.0,49.0,39863.0,6.95%
15.10.21,2936545.0,3236.0,76098.0,44.0,43645.0,7.41%
16.10.21,2939068.0,2523.0,76099.0,1.0,28697.0,8.79%
17.10.21,2940605.0,1537.0,76102.0,3.0,22364.0,6.87%
